uf;mesoreg;microrreg;municip
Bahia;Nordeste Baiano;Alagoinhas;Aporá
Bahia;Centro Sul Baiano;Jequié;Apuarema
Bahia;Nordeste Baiano;Alagoinhas;Araçás
Bahia;Centro Sul Baiano;Brumado;Aracatu
Bahia;Nordeste Baiano;Serrinha;Araci
Bahia;Nordeste Baiano;Alagoinhas;Aramari
Bahia;Sul Baiano;Ilhéus-Itabuna;Arataca
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Aratuípe
Bahia;Sul Baiano;Ilhéus-Itabuna;Aurelino Leal
Bahia;Extremo Oeste Baiano;Barreiras;Baianópolis
Bahia;Centro Norte Baiano;Itaberaba;Baixa Grande
Bahia;Nordeste Baiano;Ribeira do Pombal;Banzaê
Bahia;Vale São-Franciscano da Bahia;Barra;Barra
Bahia;Centro Sul Baiano;Seabra;Barra da Estiva
Bahia;Centro Sul Baiano;Vitória da Conquista;Barra do Choça
Bahia;Centro Norte Baiano;Irecê;Barra do Mendes
Bahia;Sul Baiano;Ilhéus-Itabuna;Barra do Rocha
Bahia;Extremo Oeste Baiano;Barreiras;Barreiras
Bahia;Centro Norte Baiano;Irecê;Barro Alto
Bahia;Sul Baiano;Ilhéus-Itabuna;Barro Preto
Bahia;Nordeste Baiano;Serrinha;Barrocas
Bahia;Sul Baiano;Ilhéus-Itabuna;Belmonte
Bahia;Centro Sul Baiano;Vitória da Conquista;Belo Campo
Bahia;Nordeste Baiano;Serrinha;Biritinga
Bahia;Centro Sul Baiano;Vitória da Conquista;Boa Nova
Bahia;Centro Norte Baiano;Itaberaba;Boa Vista do Tupim
Bahia;Vale São-Franciscano da Bahia;Bom Jesus da Lapa;Bom Jesus da Lapa
Bahia;Centro Sul Baiano;Vitória da Conquista;Bom Jesus da Serra
Bahia;Centro Sul Baiano;Seabra;Boninal
Bahia;Centro Sul Baiano;Seabra;Bonito
Bahia;Centro Sul Baiano;Boquira;Boquira
Bahia;Centro Sul Baiano;Boquira;Botuporã
Bahia;Centro Sul Baiano;Jequié;Brejões
Bahia;Extremo Oeste Baiano;Cotegipe;Brejolândia
Bahia;Centro Sul Baiano;Boquira;Brotas de Macaúbas
Bahia;Centro Sul Baiano;Brumado;Brumado
Bahia;Sul Baiano;Ilhéus-Itabuna;Buerarema
Bahia;Vale São-Franciscano da Bahia;Barra;Buritirama
Bahia;Centro Sul Baiano;Vitória da Conquista;Caatiba
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Cabaceiras do Paraguaçu
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Cachoeira
Bahia;Centro Sul Baiano;Guanambi;Caculé
Bahia;Centro Norte Baiano;Jacobina;Caém
Bahia;Centro Sul Baiano;Vitória da Conquista;Caetanos
Bahia;Centro Sul Baiano;Guanambi;Caetité
Bahia;Centro Norte Baiano;Irecê;Cafarnaum
Bahia;Sul Baiano;Valença;Cairu
Bahia;Centro Norte Baiano;Jacobina;Caldeirão Grande
Bahia;Sul Baiano;Ilhéus-Itabuna;Camacan
Bahia;Metropolitana de Salvador;Salvador;Camaçari
Bahia;Sul Baiano;Valença;Camamu
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Campo Alegre de Lourdes
Bahia;Centro Norte Baiano;Senhor do Bonfim;Campo Formoso
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Canápolis
Bahia;Centro Norte Baiano;Irecê;Canarana
Bahia;Sul Baiano;Ilhéus-Itabuna;Canavieiras
Bahia;Nordeste Baiano;Serrinha;Candeal
Bahia;Metropolitana de Salvador;Salvador;Candeias
Bahia;Centro Sul Baiano;Guanambi;Candiba
Bahia;Centro Sul Baiano;Vitória da Conquista;Cândido Sales
Bahia;Nordeste Baiano;Euclides da Cunha;Cansanção
Bahia;Nordeste Baiano;Euclides da Cunha;Canudos
Bahia;Nordeste Baiano;Serrinha;Capela do Alto Alegre
Bahia;Centro Norte Baiano;Jacobina;Capim Grosso
Bahia;Centro Sul Baiano;Brumado;Caraíbas
Bahia;Sul Baiano;Porto Seguro;Caravelas
Bahia;Nordeste Baiano;Entre Rios;Cardeal da Silva
Bahia;Vale São-Franciscano da Bahia;Bom Jesus da Lapa;Carinhanha
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Casa Nova
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Castro Alves
Bahia;Extremo Oeste Baiano;Barreiras;Catolândia
Bahia;Metropolitana de Salvador;Catu;Catu
Bahia;Centro Sul Baiano;Boquira;Caturama
Bahia;Centro Norte Baiano;Irecê;Central
Bahia;Vale São-Franciscano da Bahia;Paulo Afonso;Chorrochó
Bahia;Nordeste Baiano;Ribeira do Pombal;Cícero Dantas
Bahia;Nordeste Baiano;Ribeira do Pombal;Cipó
Bahia;Sul Baiano;Ilhéus-Itabuna;Coaraci
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Cocos
Bahia;Centro Norte Baiano;Feira de Santana;Conceição da Feira
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Conceição do Almeida
Bahia;Nordeste Baiano;Serrinha;Conceição do Coité
Bahia;Centro Norte Baiano;Feira de Santana;Conceição do Jacuípe
Bahia;Nordeste Baiano;Entre Rios;Conde
Bahia;Centro Sul Baiano;Brumado;Condeúba
Bahia;Centro Sul Baiano;Seabra;Contendas do Sincorá
Bahia;Centro Norte Baiano;Feira de Santana;Coração de Maria
Bahia;Centro Sul Baiano;Brumado;Cordeiros
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Coribe
Bahia;Nordeste Baiano;Jeremoabo;Coronel João Sá
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Correntina
Bahia;Extremo Oeste Baiano;Cotegipe;Cotegipe
Bahia;Centro Sul Baiano;Jequié;Cravolândia
Bahia;Nordeste Baiano;Alagoinhas;Crisópolis
Bahia;Extremo Oeste Baiano;Cotegipe;Cristópolis
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Cruz das Almas
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Curaçá
Bahia;Centro Sul Baiano;Vitória da Conquista;Dário Meira
Bahia;Metropolitana de Salvador;Salvador;Dias d'Ávila
Bahia;Centro Sul Baiano;Livramento do Brumado;Dom Basílio
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Dom Macedo Costa
Bahia;Centro Norte Baiano;Feira de Santana;Elísio Medrado
Bahia;Centro Sul Baiano;Itapetinga;Encruzilhada
Bahia;Nordeste Baiano;Entre Rios;Entre Rios
Bahia;Centro Sul Baiano;Livramento do Brumado;Érico Cardoso
Bahia;Nordeste Baiano;Entre Rios;Esplanada
Bahia;Nordeste Baiano;Euclides da Cunha;Euclides da Cunha
Bahia;Sul Baiano;Porto Seguro;Eunápolis
Bahia;Nordeste Baiano;Ribeira do Pombal;Fátima
Bahia;Vale São-Franciscano da Bahia;Bom Jesus da Lapa;Feira da Mata
Bahia;Centro Norte Baiano;Feira de Santana;Feira de Santana
Bahia;Centro Norte Baiano;Senhor do Bonfim;Filadélfia
Bahia;Sul Baiano;Ilhéus-Itabuna;Firmino Alves
Bahia;Sul Baiano;Ilhéus-Itabuna;Floresta Azul
Bahia;Extremo Oeste Baiano;Barreiras;Formosa do Rio Preto
Bahia;Sul Baiano;Ilhéus-Itabuna;Gandu
Bahia;Nordeste Baiano;Serrinha;Gavião
Bahia;Centro Norte Baiano;Irecê;Gentio do Ouro
Bahia;Vale São-Franciscano da Bahia;Paulo Afonso;Glória
Bahia;Sul Baiano;Ilhéus-Itabuna;Gongogi
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Governador Mangabeira
Bahia;Centro Sul Baiano;Brumado;Guajeru
Bahia;Centro Sul Baiano;Guanambi;Guanambi
Bahia;Sul Baiano;Porto Seguro;Guaratinga
Bahia;Nordeste Baiano;Ribeira do Pombal;Heliópolis
Bahia;Centro Norte Baiano;Itaberaba;Iaçu
Bahia;Centro Sul Baiano;Guanambi;Ibiassucê
Bahia;Sul Baiano;Ilhéus-Itabuna;Ibicaraí
Bahia;Centro Sul Baiano;Seabra;Ibicoara
Bahia;Centro Sul Baiano;Vitória da Conquista;Ibicuí
Bahia;Centro Norte Baiano;Irecê;Ibipeba
Bahia;Centro Sul Baiano;Boquira;Ibipitanga
Bahia;Centro Norte Baiano;Itaberaba;Ibiquera
Bahia;Sul Baiano;Ilhéus-Itabuna;Ibirapitanga
Bahia;Sul Baiano;Porto Seguro;Ibirapuã
Bahia;Sul Baiano;Ilhéus-Itabuna;Ibirataia
Bahia;Centro Sul Baiano;Boquira;Ibitiara
Bahia;Centro Norte Baiano;Irecê;Ibititá
Bahia;Vale São-Franciscano da Bahia;Barra;Ibotirama
Bahia;Nordeste Baiano;Serrinha;Ichu
Bahia;Centro Sul Baiano;Guanambi;Igaporã
Bahia;Sul Baiano;Valença;Igrapiúna
Bahia;Centro Sul Baiano;Vitória da Conquista;Iguaí
Bahia;Sul Baiano;Ilhéus-Itabuna;Ilhéus
Bahia;Nordeste Baiano;Alagoinhas;Inhambupe
Bahia;Centro Norte Baiano;Feira de Santana;Ipecaetá
Bahia;Sul Baiano;Ilhéus-Itabuna;Ipiaú
Bahia;Centro Norte Baiano;Feira de Santana;Ipirá
Bahia;Centro Sul Baiano;Boquira;Ipupiara
Bahia;Centro Sul Baiano;Jequié;Irajuba
Bahia;Centro Sul Baiano;Jequié;Iramaia
Bahia;Centro Norte Baiano;Irecê;Iraquara
Bahia;Centro Norte Baiano;Feira de Santana;Irará
Bahia;Centro Norte Baiano;Irecê;Irecê
Bahia;Sul Baiano;Porto Seguro;Itabela
Bahia;Centro Norte Baiano;Itaberaba;Itaberaba
Bahia;Sul Baiano;Ilhéus-Itabuna;Itabuna
Bahia;Sul Baiano;Ilhéus-Itabuna;Itacaré
Bahia;Centro Sul Baiano;Seabra;Itaeté
Bahia;Centro Sul Baiano;Jequié;Itagi
Bahia;Sul Baiano;Ilhéus-Itabuna;Itagibá
Bahia;Sul Baiano;Porto Seguro;Itagimirim
Bahia;Vale São-Franciscano da Bahia;Barra;Itaguaçu da Bahia
Bahia;Sul Baiano;Ilhéus-Itabuna;Itaju do Colônia
Bahia;Sul Baiano;Ilhéus-Itabuna;Itajuípe
Bahia;Sul Baiano;Porto Seguro;Itamaraju
Bahia;Sul Baiano;Ilhéus-Itabuna;Itamari
Bahia;Centro Sul Baiano;Itapetinga;Itambé
Bahia;Metropolitana de Salvador;Catu;Itanagra
Bahia;Sul Baiano;Porto Seguro;Itanhém
Bahia;Metropolitana de Salvador;Salvador;Itaparica
Bahia;Sul Baiano;Ilhéus-Itabuna;Itapé
Bahia;Sul Baiano;Ilhéus-Itabuna;Itapebi
Bahia;Centro Sul Baiano;Itapetinga;Itapetinga
Bahia;Nordeste Baiano;Ribeira do Pombal;Itapicuru
Bahia;Sul Baiano;Ilhéus-Itabuna;Itapitanga
Bahia;Centro Sul Baiano;Jequié;Itaquara
Bahia;Centro Sul Baiano;Itapetinga;Itarantim
Bahia;Centro Norte Baiano;Feira de Santana;Itatim
Bahia;Centro Sul Baiano;Jequié;Itiruçu
Bahia;Centro Norte Baiano;Senhor do Bonfim;Itiúba
Bahia;Centro Sul Baiano;Itapetinga;Itororó
Bahia;Centro Sul Baiano;Brumado;Ituaçu
Bahia;Sul Baiano;Valença;Ituberá
Bahia;Centro Sul Baiano;Guanambi;Iuiu
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Jaborandi
Bahia;Centro Sul Baiano;Guanambi;Jacaraci
Bahia;Centro Norte Baiano;Jacobina;Jacobina
Bahia;Centro Sul Baiano;Jequié;Jaguaquara
Bahia;Centro Norte Baiano;Senhor do Bonfim;Jaguarari
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Jaguaripe
Bahia;Nordeste Baiano;Entre Rios;Jandaíra
Bahia;Centro Sul Baiano;Jequié;Jequié
Bahia;Nordeste Baiano;Jeremoabo;Jeremoabo
Bahia;Centro Sul Baiano;Jequié;Jiquiriçá
Bahia;Centro Sul Baiano;Jequié;Jitaúna
Bahia;Centro Norte Baiano;Irecê;João Dourado
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Juazeiro
Bahia;Sul Baiano;Porto Seguro;Jucuruçu
Bahia;Centro Norte Baiano;Irecê;Jussara
Bahia;Sul Baiano;Ilhéus-Itabuna;Jussari
Bahia;Centro Sul Baiano;Seabra;Jussiape
Bahia;Centro Sul Baiano;Jequié;Lafaiete Coutinho
Bahia;Centro Sul Baiano;Guanambi;Lagoa Real
Bahia;Centro Sul Baiano;Jequié;Laje
Bahia;Sul Baiano;Porto Seguro;Lajedão
Bahia;Centro Norte Baiano;Itaberaba;Lajedinho
Bahia;Centro Sul Baiano;Jequié;Lajedo do Tabocal
Bahia;Nordeste Baiano;Serrinha;Lamarão
Bahia;Centro Norte Baiano;Irecê;Lapão
Bahia;Metropolitana de Salvador;Salvador;Lauro de Freitas
Bahia;Centro Sul Baiano;Seabra;Lençóis
Bahia;Centro Sul Baiano;Guanambi;Licínio de Almeida
Bahia;Centro Sul Baiano;Livramento do Brumado;Livramento de Nossa Senhora
Bahia;Extremo Oeste Baiano;Barreiras;Luís Eduardo Magalhães
Bahia;Centro Norte Baiano;Itaberaba;Macajuba
Bahia;Centro Sul Baiano;Itapetinga;Macarani
Bahia;Centro Sul Baiano;Boquira;Macaúbas
Bahia;Vale São-Franciscano da Bahia;Paulo Afonso;Macururé
Bahia;Metropolitana de Salvador;Salvador;Madre de Deus
Bahia;Centro Sul Baiano;Brumado;Maetinga
Bahia;Centro Sul Baiano;Itapetinga;Maiquinique
Bahia;Centro Norte Baiano;Itaberaba;Mairi
Bahia;Centro Sul Baiano;Guanambi;Malhada
Bahia;Centro Sul Baiano;Brumado;Malhada de Pedras
Bahia;Centro Sul Baiano;Vitória da Conquista;Manoel Vitorino
Bahia;Extremo Oeste Baiano;Cotegipe;Mansidão
Bahia;Centro Sul Baiano;Jequié;Maracás
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Maragogipe
Bahia;Sul Baiano;Valença;Maraú
Bahia;Centro Sul Baiano;Jequié;Marcionílio Souza
Bahia;Sul Baiano;Ilhéus-Itabuna;Mascote
Bahia;Metropolitana de Salvador;Catu;Mata de São João
Bahia;Centro Sul Baiano;Guanambi;Matina
Bahia;Sul Baiano;Porto Seguro;Medeiros Neto
Bahia;Centro Norte Baiano;Jacobina;Miguel Calmon
Bahia;Centro Sul Baiano;Jequié;Milagres
Bahia;Centro Norte Baiano;Jacobina;Mirangaba
Bahia;Centro Sul Baiano;Vitória da Conquista;Mirante
Bahia;Nordeste Baiano;Euclides da Cunha;Monte Santo
Bahia;Vale São-Franciscano da Bahia;Barra;Morpará
Bahia;Centro Norte Baiano;Jacobina;Morro do Chapéu
Bahia;Centro Sul Baiano;Guanambi;Mortugaba
Bahia;Centro Sul Baiano;Seabra;Mucugê
Bahia;Sul Baiano;Porto Seguro;Mucuri
Bahia;Centro Norte Baiano;Irecê;Mulungu do Morro
Bahia;Centro Norte Baiano;Itaberaba;Mundo Novo
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Muniz Ferreira
Bahia;Vale São-Franciscano da Bahia;Barra;Muquém do São Francisco
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Muritiba
Bahia;Centro Sul Baiano;Jequié;Mutuípe
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Nazaré
Bahia;Sul Baiano;Valença;Nilo Peçanha
Bahia;Nordeste Baiano;Euclides da Cunha;Nordestina
Bahia;Centro Sul Baiano;Vitória da Conquista;Nova Canaã
Bahia;Nordeste Baiano;Serrinha;Nova Fátima
Bahia;Sul Baiano;Ilhéus-Itabuna;Nova Ibiá
Bahia;Centro Sul Baiano;Jequié;Nova Itarana
Bahia;Centro Sul Baiano;Seabra;Nova Redenção
Bahia;Nordeste Baiano;Ribeira do Pombal;Nova Soure
Bahia;Sul Baiano;Porto Seguro;Nova Viçosa
Bahia;Centro Sul Baiano;Boquira;Novo Horizonte
Bahia;Nordeste Baiano;Ribeira do Pombal;Novo Triunfo
Bahia;Nordeste Baiano;Ribeira do Pombal;Olindina
Bahia;Centro Sul Baiano;Boquira;Oliveira dos Brejinhos
Bahia;Centro Norte Baiano;Feira de Santana;Ouriçangas
Bahia;Centro Norte Baiano;Jacobina;Ourolândia
Bahia;Centro Sul Baiano;Guanambi;Palmas de Monte Alto
Bahia;Centro Sul Baiano;Seabra;Palmeiras
Bahia;Centro Sul Baiano;Livramento do Brumado;Paramirim
Bahia;Vale São-Franciscano da Bahia;Bom Jesus da Lapa;Paratinga
Bahia;Nordeste Baiano;Ribeira do Pombal;Paripiranga
Bahia;Sul Baiano;Ilhéus-Itabuna;Pau Brasil
Bahia;Vale São-Franciscano da Bahia;Paulo Afonso;Paulo Afonso
Bahia;Nordeste Baiano;Serrinha;Pé de Serra
Bahia;Centro Norte Baiano;Feira de Santana;Pedrão
Bahia;Nordeste Baiano;Jeremoabo;Pedro Alexandre
Bahia;Centro Sul Baiano;Seabra;Piatã
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Pilão Arcado
Bahia;Centro Sul Baiano;Guanambi;Pindaí
Bahia;Centro Norte Baiano;Senhor do Bonfim;Pindobaçu
Bahia;Centro Norte Baiano;Feira de Santana;Pintadas
Bahia;Sul Baiano;Valença;Piraí do Norte
Bahia;Centro Sul Baiano;Brumado;Piripá
Bahia;Centro Norte Baiano;Jacobina;Piritiba
Bahia;Centro Sul Baiano;Jequié;Planaltino
Bahia;Centro Sul Baiano;Vitória da Conquista;Planalto
Bahia;Centro Sul Baiano;Vitória da Conquista;Poções
Bahia;Metropolitana de Salvador;Catu;Pojuca
Bahia;Centro Norte Baiano;Jacobina;Ponto Novo
Bahia;Sul Baiano;Porto Seguro;Porto Seguro
Bahia;Centro Sul Baiano;Itapetinga;Potiraguá
Bahia;Sul Baiano;Porto Seguro;Prado
Bahia;Centro Norte Baiano;Irecê;Presidente Dutra
Bahia;Centro Sul Baiano;Brumado;Presidente Jânio Quadros
Bahia;Sul Baiano;Valença;Presidente Tancredo Neves
Bahia;Nordeste Baiano;Euclides da Cunha;Queimadas
Bahia;Nordeste Baiano;Euclides da Cunha;Quijingue
Bahia;Centro Norte Baiano;Jacobina;Quixabeira
Bahia;Centro Norte Baiano;Feira de Santana;Rafael Jambeiro
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Remanso
Bahia;Nordeste Baiano;Serrinha;Retirolândia
Bahia;Extremo Oeste Baiano;Barreiras;Riachão das Neves
Bahia;Nordeste Baiano;Serrinha;Riachão do Jacuípe
Bahia;Centro Sul Baiano;Guanambi;Riacho de Santana
Bahia;Nordeste Baiano;Ribeira do Pombal;Ribeira do Amparo
Bahia;Nordeste Baiano;Ribeira do Pombal;Ribeira do Pombal
Bahia;Centro Sul Baiano;Itapetinga;Ribeirão do Largo
Bahia;Centro Sul Baiano;Seabra;Rio de Contas
Bahia;Centro Sul Baiano;Brumado;Rio do Antônio
Bahia;Centro Sul Baiano;Livramento do Brumado;Rio do Pires
Bahia;Nordeste Baiano;Alagoinhas;Rio Real
Bahia;Vale São-Franciscano da Bahia;Paulo Afonso;Rodelas
Bahia;Centro Norte Baiano;Itaberaba;Ruy Barbosa
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Salinas da Margarida
Bahia;Metropolitana de Salvador;Salvador;Salvador
Bahia;Centro Norte Baiano;Feira de Santana;Santa Bárbara
Bahia;Nordeste Baiano;Jeremoabo;Santa Brígida
Bahia;Sul Baiano;Porto Seguro;Santa Cruz Cabrália
Bahia;Sul Baiano;Ilhéus-Itabuna;Santa Cruz da Vitória
Bahia;Centro Sul Baiano;Jequié;Santa Inês
Bahia;Sul Baiano;Ilhéus-Itabuna;Santa Luzia
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Santa Maria da Vitória
Bahia;Extremo Oeste Baiano;Cotegipe;Santa Rita de Cássia
Bahia;Centro Norte Baiano;Feira de Santana;Santa Terezinha
Bahia;Nordeste Baiano;Serrinha;Santaluz
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Santana
Bahia;Centro Norte Baiano;Feira de Santana;Santanópolis
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Santo Amaro
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Santo Antônio de Jesus
Bahia;Centro Norte Baiano;Feira de Santana;Santo Estêvão
Bahia;Extremo Oeste Baiano;Barreiras;São Desidério
Bahia;Nordeste Baiano;Serrinha;São Domingos
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;São Felipe
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;São Félix
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;São Félix do Coribe
Bahia;Metropolitana de Salvador;Salvador;São Francisco do Conde
Bahia;Centro Norte Baiano;Irecê;São Gabriel
Bahia;Centro Norte Baiano;Feira de Santana;São Gonçalo dos Campos
Bahia;Sul Baiano;Ilhéus-Itabuna;São José da Vitória
Bahia;Centro Norte Baiano;Jacobina;São José do Jacuípe
Bahia;Centro Sul Baiano;Jequié;São Miguel das Matas
Bahia;Metropolitana de Salvador;Catu;São Sebastião do Passé
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Sapeaçu
Bahia;Nordeste Baiano;Alagoinhas;Sátiro Dias
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Saubara
Bahia;Centro Norte Baiano;Jacobina;Saúde
Bahia;Centro Sul Baiano;Seabra;Seabra
Bahia;Centro Sul Baiano;Guanambi;Sebastião Laranjeiras
Bahia;Centro Norte Baiano;Senhor do Bonfim;Senhor do Bonfim
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Sento Sé
Bahia;Vale São-Franciscano da Bahia;Bom Jesus da Lapa;Serra do Ramalho
Bahia;Extremo Oeste Baiano;Santa Maria da Vitória;Serra Dourada
Bahia;Centro Norte Baiano;Feira de Santana;Serra Preta
Bahia;Nordeste Baiano;Serrinha;Serrinha
Bahia;Centro Norte Baiano;Jacobina;Serrolândia
Bahia;Metropolitana de Salvador;Salvador;Simões Filho
Bahia;Vale São-Franciscano da Bahia;Bom Jesus da Lapa;Sítio do Mato
Bahia;Nordeste Baiano;Jeremoabo;Sítio do Quinto
Bahia;Vale São-Franciscano da Bahia;Juazeiro;Sobradinho
Bahia;Centro Norte Baiano;Irecê;Souto Soares
Bahia;Extremo Oeste Baiano;Cotegipe;Tabocas do Brejo Velho
Bahia;Centro Sul Baiano;Brumado;Tanhaçu
Bahia;Centro Sul Baiano;Boquira;Tanque Novo
Bahia;Centro Norte Baiano;Feira de Santana;Tanquinho
Bahia;Sul Baiano;Valença;Taperoá
Bahia;Centro Norte Baiano;Itaberaba;Tapiramutá
Bahia;Sul Baiano;Porto Seguro;Teixeira de Freitas
Bahia;Centro Norte Baiano;Feira de Santana;Teodoro Sampaio
Bahia;Nordeste Baiano;Serrinha;Teofilândia
Bahia;Sul Baiano;Ilhéus-Itabuna;Teolândia
Bahia;Metropolitana de Salvador;Catu;Terra Nova
Bahia;Centro Sul Baiano;Brumado;Tremedal
Bahia;Nordeste Baiano;Euclides da Cunha;Tucano
Bahia;Nordeste Baiano;Euclides da Cunha;Uauá
Bahia;Centro Sul Baiano;Jequié;Ubaíra
Bahia;Sul Baiano;Ilhéus-Itabuna;Ubaitaba
Bahia;Sul Baiano;Ilhéus-Itabuna;Ubatã
Bahia;Centro Norte Baiano;Irecê;Uibaí
Bahia;Centro Norte Baiano;Senhor do Bonfim;Umburanas
Bahia;Sul Baiano;Ilhéus-Itabuna;Una
Bahia;Centro Sul Baiano;Guanambi;Urandi
Bahia;Sul Baiano;Ilhéus-Itabuna;Uruçuca
Bahia;Centro Sul Baiano;Seabra;Utinga
Bahia;Sul Baiano;Valença;Valença
Bahia;Nordeste Baiano;Serrinha;Valente
Bahia;Centro Norte Baiano;Itaberaba;Várzea da Roça
Bahia;Centro Norte Baiano;Jacobina;Várzea do Poço
Bahia;Centro Norte Baiano;Jacobina;Várzea Nova
Bahia;Metropolitana de Salvador;Santo Antônio de Jesus;Varzedo
Bahia;Metropolitana de Salvador;Salvador;Vera Cruz
Bahia;Sul Baiano;Porto Seguro;Vereda
Bahia;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista
Bahia;Centro Sul Baiano;Seabra;Wagner
Bahia;Extremo Oeste Baiano;Cotegipe;Wanderley
Bahia;Sul Baiano;Ilhéus-Itabuna;Wenceslau Guimarães
Bahia;Vale São-Franciscano da Bahia;Barra;Xique-Xique
Minas Gerais;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Abadia dos Dourados
Minas Gerais;Central Mineira;Três Marias;Abaeté
Minas Gerais;Zona da Mata;Manhuaçu;Abre Campo
Minas Gerais;Zona da Mata;Ponte Nova;Acaiaca
Minas Gerais;Vale do Rio Doce;Ipatinga;Açucena
Minas Gerais;Vale do Rio Doce;Peçanha;Água Boa
Minas Gerais;Triângulo Mineiro/Alto Paranaíba;Uberaba;Água Comprida
Minas Gerais;Oeste de Minas;Campo Belo;Aguanil
Minas Gerais;Vale do Mucuri;Nanuque;Águas Formosas
Minas Gerais;Norte de Minas;Salinas;Águas Vermelhas
Minas Gerais;Vale do Rio Doce;Aimorés;Aimorés
Minas Gerais;Sul/Sudoeste de Minas;Andrelândia;Aiuruoca
Minas Gerais;Sul/Sudoeste de Minas;São Lourenço;Alagoa
Minas Gerais;Sul/Sudoeste de Minas;Poços de Caldas;Albertina
Minas Gerais;Zona da Mata;Cataguases;Além Paraíba
Minas Gerais;Sul/Sudoeste de Minas;Alfenas;Alfenas
Minas Gerais;Campo das Vertentes;Barbacena;Alfredo Vasconcelos
Minas Gerais;Jequitinhonha;Almenara;Almenara
Minas Gerais;Vale do Rio Doce;Governador Valadares;Alpercata
Minas Gerais;Sul/Sudoeste de Minas;Passos;Alpinópolis
Minas Gerais;Sul/Sudoeste de Minas;Alfenas;Alterosa
Minas Gerais;Zona da Mata;Manhuaçu;Alto Caparaó
Minas Gerais;Zona da Mata;Manhuaçu;Alto Jequitibá
Minas Gerais;Zona da Mata;Viçosa;Alto Rio Doce
Minas Gerais;Vale do Rio Doce;Aimorés;Alvarenga
Minas Gerais;Metropolitana de Belo Horizonte;Itabira;Alvinópolis
Minas Gerais;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Alvorada de Minas
Minas Gerais;Zona da Mata;Viçosa;Amparo do Serra
